# This text file represents an airfoil's polar(s) (coefficients) that can be imported into Ashes.
# One or more polars can be imported. Each polar is given for a particular Reynolds number (Re).
# Thus, polars for more than one Reynolds numbers can be given in this file.

# Formatting rules (conventions): 
#  - the keyword 'Airfoil name' must be found in the file and the airfoil name must be given 
# on the line immediately after the line with (only) the keyword (except for comment lines).
#  - the airfoil database cannot already have an airfoil with this name (the comparison is made not considering case nor whitespace).
#  - if the name is already found in the airfoil database, an error message will be given and the file is not imported.
#  - the keyword 'Re and corresponding polar' must preceed each Reynolds number and corresponding polar data set.
#  - the first (non-comment) line after the keyword must contain only the Reynolds number.
#  - each preceding line must contain (and in this order) the angle of attack (AoA) in degrees, the lift coefficient,
# the drag coefficient, and finally the moment coefficient.
#  - the moment coefficient is referenced to the quarter chord point (as per convention).
#  - the angle of attack (AoA) must be strictly increasing.
#  - the coefficients cannot be negative and must be smaller than 5 (in order to catch typos).
#  - blank lines between the keyword and the data is NOT allowed nor are blank lines within the 'block of data.
#  - a polar for a Reynolds number can only be given once.
#  - if the Reynolds number corresponding to a polar is unknown, 0 or a negative number is given.
#  - if there is a polar with an unknown Reynolds number, then there can be no other polar in the file.

Airfoil name
NREL's S808 Airfoil

Re and corresponding polar
# Reynolds number (-)
1.000E+03
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -18.00 	  -0.784 	  0.1187 	 -0.0425
   -17.80 	  -0.779 	  0.1171 	 -0.0430
   -17.60 	  -0.780 	  0.1145 	 -0.0438
   -17.40 	  -0.762 	  0.1149 	 -0.0433
   -17.20 	  -0.781 	  0.1095 	 -0.0454
   -17.00 	  -0.756 	  0.1111 	 -0.0444
   -16.80 	  -0.739 	  0.1114 	 -0.0439
   -16.60 	  -0.761 	  0.1055 	 -0.0462
   -16.40 	  -0.738 	  0.1067 	 -0.0453
   -16.20 	  -0.722 	  0.1069 	 -0.0449
   -16.00 	  -0.752 	  0.0998 	 -0.0476
   -15.80 	  -0.733 	  0.1005 	 -0.0469
   -15.60 	  -0.716 	  0.1007 	 -0.0464
   -15.40 	  -0.703 	  0.1005 	 -0.0460
   -15.10 	  -0.730 	  0.0931 	 -0.0485
   -15.00 	  -0.721 	  0.0932 	 -0.0482
   -14.80 	  -0.705 	  0.0934 	 -0.0476
   -14.60 	  -0.692 	  0.0931 	 -0.0472
   -14.40 	  -0.737 	  0.0846 	 -0.0504
   -14.20 	  -0.719 	  0.0850 	 -0.0496
   -14.00 	  -0.702 	  0.0853 	 -0.0489
   -13.80 	  -0.689 	  0.0851 	 -0.0484
   -13.60 	  -0.827 	  0.0650 	 -0.0561
   -13.40 	  -0.788 	  0.0679 	 -0.0542
   -13.20 	  -0.753 	  0.0705 	 -0.0524
   -13.00 	  -0.715 	  0.0736 	 -0.0504
   -12.80 	  -1.114 	  0.0328 	 -0.0609
   -12.60 	  -1.103 	  0.0327 	 -0.0595
   -12.40 	  -1.103 	  0.0320 	 -0.0578
   -12.20 	  -1.120 	  0.0307 	 -0.0551
   -12.00 	  -1.139 	  0.0293 	 -0.0525
   -11.80 	  -1.143 	  0.0282 	 -0.0512
   -11.60 	  -1.141 	  0.0271 	 -0.0506
   -11.40 	  -1.116 	  0.0264 	 -0.0529
   -11.20 	  -1.087 	  0.0263 	 -0.0544
   -11.00 	  -1.058 	  0.0261 	 -0.0563
   -10.80 	  -1.031 	  0.0257 	 -0.0582
   -10.60 	  -1.008 	  0.0252 	 -0.0595
   -10.40 	  -0.982 	  0.0246 	 -0.0612
   -10.20 	  -0.955 	  0.0239 	 -0.0634
   -10.00 	  -0.929 	  0.0234 	 -0.0652
    -9.80 	  -0.906 	  0.0231 	 -0.0656
    -9.60 	  -0.879 	  0.0227 	 -0.0668
    -9.40 	  -0.850 	  0.0224 	 -0.0684
    -9.20 	  -0.819 	  0.0221 	 -0.0703
    -9.00 	  -0.801 	  0.0218 	 -0.0699
    -8.80 	  -0.774 	  0.0214 	 -0.0712
    -8.60 	  -0.745 	  0.0210 	 -0.0730
    -8.40 	  -0.725 	  0.0206 	 -0.0731
    -8.20 	  -0.700 	  0.0202 	 -0.0740
    -8.00 	  -0.671 	  0.0197 	 -0.0757
    -7.80 	  -0.652 	  0.0194 	 -0.0752
    -7.60 	  -0.626 	  0.0191 	 -0.0759
    -7.40 	  -0.597 	  0.0188 	 -0.0773
    -7.20 	  -0.579 	  0.0186 	 -0.0765
    -7.00 	  -0.550 	  0.0183 	 -0.0777
    -6.80 	  -0.528 	  0.0180 	 -0.0779
    -6.60 	  -0.498 	  0.0176 	 -0.0794
    -6.40 	  -0.469 	  0.0173 	 -0.0808
    -6.20 	  -0.438 	  0.0170 	 -0.0825
    -6.00 	  -0.401 	  0.0167 	 -0.0853
    -5.80 	  -0.370 	  0.0164 	 -0.0869
    -5.60 	  -0.334 	  0.0162 	 -0.0894
    -5.40 	  -0.302 	  0.0160 	 -0.0913
    -5.20 	  -0.271 	  0.0158 	 -0.0930
    -5.00 	  -0.241 	  0.0156 	 -0.0944
    -4.80 	  -0.213 	  0.0155 	 -0.0953
    -4.60 	  -0.189 	  0.0154 	 -0.0958
    -4.40 	  -0.164 	  0.0153 	 -0.0961
    -4.20 	  -0.141 	  0.0152 	 -0.0963
    -4.00 	  -0.118 	  0.0151 	 -0.0962
    -3.80 	  -0.096 	  0.0150 	 -0.0962
    -3.60 	  -0.073 	  0.0150 	 -0.0961
    -3.40 	  -0.051 	  0.0150 	 -0.0960
    -3.20 	  -0.029 	  0.0149 	 -0.0960
    -3.00 	  -0.007 	  0.0149 	 -0.0959
    -2.80 	   0.015 	  0.0149 	 -0.0958
    -2.60 	   0.037 	  0.0148 	 -0.0957
    -2.40 	   0.059 	  0.0148 	 -0.0955
    -2.20 	   0.081 	  0.0148 	 -0.0953
    -2.00 	   0.103 	  0.0147 	 -0.0952
    -1.80 	   0.125 	  0.0147 	 -0.0951
    -1.60 	   0.147 	  0.0147 	 -0.0950
    -1.40 	   0.169 	  0.0147 	 -0.0948
    -1.20 	   0.191 	  0.0147 	 -0.0948
    -1.00 	   0.213 	  0.0147 	 -0.0946
    -0.80 	   0.235 	  0.0147 	 -0.0944
    -0.60 	   0.257 	  0.0147 	 -0.0943
    -0.40 	   0.279 	  0.0148 	 -0.0941
    -0.20 	   0.301 	  0.0148 	 -0.0940
    -0.00 	   0.323 	  0.0148 	 -0.0939
     0.20 	   0.345 	  0.0149 	 -0.0938
     0.40 	   0.367 	  0.0149 	 -0.0936
     0.60 	   0.388 	  0.0149 	 -0.0934
     0.80 	   0.410 	  0.0149 	 -0.0933
     1.00 	   0.432 	  0.0150 	 -0.0931
     1.20 	   0.454 	  0.0151 	 -0.0929
     1.40 	   0.476 	  0.0151 	 -0.0928
     1.60 	   0.497 	  0.0152 	 -0.0925
     1.80 	   0.519 	  0.0152 	 -0.0923
     2.00 	   0.541 	  0.0153 	 -0.0921
     2.20 	   0.562 	  0.0154 	 -0.0918
     2.40 	   0.584 	  0.0155 	 -0.0917
     2.60 	   0.605 	  0.0156 	 -0.0914
     2.80 	   0.626 	  0.0157 	 -0.0911
     3.00 	   0.648 	  0.0158 	 -0.0909
     3.20 	   0.669 	  0.0158 	 -0.0906
     3.40 	   0.689 	  0.0160 	 -0.0902
     3.60 	   0.711 	  0.0161 	 -0.0900
     3.80 	   0.732 	  0.0162 	 -0.0897
     4.00 	   0.752 	  0.0163 	 -0.0892
     4.20 	   0.773 	  0.0164 	 -0.0889
     4.40 	   0.794 	  0.0166 	 -0.0885
     4.60 	   0.814 	  0.0168 	 -0.0881
     4.80 	   0.834 	  0.0169 	 -0.0877
     5.00 	   0.854 	  0.0170 	 -0.0873
     5.20 	   0.874 	  0.0172 	 -0.0867
     5.40 	   0.894 	  0.0174 	 -0.0862
     5.60 	   0.914 	  0.0175 	 -0.0858
     5.80 	   0.932 	  0.0177 	 -0.0851
     6.00 	   0.951 	  0.0179 	 -0.0845
     6.20 	   0.971 	  0.0181 	 -0.0839
     6.40 	   0.989 	  0.0183 	 -0.0833
     6.60 	   1.007 	  0.0185 	 -0.0824
     6.80 	   1.026 	  0.0187 	 -0.0818
     7.00 	   1.044 	  0.0189 	 -0.0810
     7.20 	   1.060 	  0.0192 	 -0.0801
     7.40 	   1.076 	  0.0194 	 -0.0790
     7.60 	   1.093 	  0.0196 	 -0.0781
     7.80 	   1.109 	  0.0199 	 -0.0769
     8.00 	   1.123 	  0.0202 	 -0.0755
     8.20 	   1.138 	  0.0204 	 -0.0744
     8.40 	   1.154 	  0.0207 	 -0.0734
     8.60 	   1.168 	  0.0210 	 -0.0721
     8.80 	   1.181 	  0.0214 	 -0.0706
     9.00 	   1.196 	  0.0217 	 -0.0695
     9.20 	   1.210 	  0.0221 	 -0.0684
     9.40 	   1.223 	  0.0225 	 -0.0670
     9.60 	   1.235 	  0.0229 	 -0.0655
     9.80 	   1.249 	  0.0233 	 -0.0644
    10.00 	   1.262 	  0.0237 	 -0.0632
    10.20 	   1.273 	  0.0242 	 -0.0618
    10.40 	   1.283 	  0.0248 	 -0.0602
    10.60 	   1.295 	  0.0253 	 -0.0591
    10.80 	   1.307 	  0.0258 	 -0.0578
    11.00 	   1.316 	  0.0264 	 -0.0564
    11.20 	   1.324 	  0.0271 	 -0.0549
    11.40 	   1.334 	  0.0277 	 -0.0537
    11.60 	   1.344 	  0.0284 	 -0.0525
    11.80 	   1.352 	  0.0291 	 -0.0512
    12.00 	   1.359 	  0.0300 	 -0.0498
    12.20 	   1.365 	  0.0309 	 -0.0485
    12.40 	   1.373 	  0.0317 	 -0.0474
    12.60 	   1.379 	  0.0326 	 -0.0461
    12.80 	   1.383 	  0.0337 	 -0.0447
    13.00 	   1.383 	  0.0348 	 -0.0429
    13.20 	   1.381 	  0.0356 	 -0.0406
    13.40 	   1.388 	  0.0368 	 -0.0401
    13.60 	   1.394 	  0.0382 	 -0.0396
    13.80 	   1.397 	  0.0398 	 -0.0391
    14.00 	   1.399 	  0.0415 	 -0.0388
    14.20 	   1.405 	  0.0430 	 -0.0385
    14.40 	   1.409 	  0.0447 	 -0.0383
    14.60 	   1.412 	  0.0465 	 -0.0382
    14.80 	   1.413 	  0.0486 	 -0.0382
    15.00 	   1.412 	  0.0508 	 -0.0383
    15.20 	   1.416 	  0.0527 	 -0.0384
    15.40 	   1.418 	  0.0549 	 -0.0386
    15.60 	   1.418 	  0.0572 	 -0.0390
    15.80 	   1.417 	  0.0598 	 -0.0395
    16.00 	   1.415 	  0.0624 	 -0.0400
    16.20 	   1.417 	  0.0648 	 -0.0406
    16.40 	   1.417 	  0.0675 	 -0.0413
    16.60 	   1.415 	  0.0703 	 -0.0421
    16.80 	   1.413 	  0.0733 	 -0.0430
    17.00 	   1.410 	  0.0764 	 -0.0440
    17.20 	   1.409 	  0.0794 	 -0.0450
    17.40 	   1.407 	  0.0825 	 -0.0462
    17.60 	   1.405 	  0.0858 	 -0.0475
    17.80 	   1.402 	  0.0892 	 -0.0488
    18.00 	   1.399 	  0.0925 	 -0.0502
    18.20 	   1.397 	  0.0958 	 -0.0516
    18.40 	   1.393 	  0.0994 	 -0.0532
    18.60 	   1.390 	  0.1030 	 -0.0548
    18.80 	   1.386 	  0.1066 	 -0.0566
    19.00 	   1.384 	  0.1099 	 -0.0582
    19.20 	   1.383 	  0.1131 	 -0.0597
    19.40 	   1.379 	  0.1170 	 -0.0618
    19.60 	   1.374 	  0.1210 	 -0.0639
    19.80 	   1.370 	  0.1247 	 -0.0659
    20.00 	   1.369 	  0.1280 	 -0.0678
    20.20 	   1.371 	  0.1306 	 -0.0692
    20.40 	   1.365 	  0.1348 	 -0.0716
    20.60 	   1.359 	  0.1390 	 -0.0742
    20.80 	   1.355 	  0.1429 	 -0.0766
    21.00 	   1.353 	  0.1463 	 -0.0787
    21.20 	   1.356 	  0.1486 	 -0.0801
    21.40 	   1.353 	  0.1523 	 -0.0825
    21.60 	   1.344 	  0.1570 	 -0.0857
    21.80 	   1.338 	  0.1613 	 -0.0887
    22.00 	   1.336 	  0.1647 	 -0.0910

Re and corresponding polar
# Reynolds number (-)
2.180E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.821 	  0.1377 	 -0.0355
   -19.80 	  -0.822 	  0.1350 	 -0.0367
   -19.60 	  -0.820 	  0.1328 	 -0.0376
   -19.40 	  -0.822 	  0.1299 	 -0.0387
   -19.20 	  -0.818 	  0.1280 	 -0.0394
   -19.00 	  -0.821 	  0.1251 	 -0.0406
   -18.80 	  -0.818 	  0.1231 	 -0.0413
   -18.60 	  -0.818 	  0.1206 	 -0.0422
   -18.40 	  -0.816 	  0.1185 	 -0.0429
   -18.20 	  -0.814 	  0.1165 	 -0.0435
   -18.00 	  -0.815 	  0.1139 	 -0.0444
   -17.80 	  -0.806 	  0.1129 	 -0.0446
   -17.60 	  -0.816 	  0.1090 	 -0.0460
   -17.40 	  -0.798 	  0.1095 	 -0.0455
   -17.20 	  -0.798 	  0.1071 	 -0.0462
   -17.00 	  -0.794 	  0.1054 	 -0.0466
   -16.80 	  -0.777 	  0.1056 	 -0.0461
   -16.60 	  -0.799 	  0.0999 	 -0.0483
   -16.40 	  -0.772 	  0.1016 	 -0.0472
   -16.20 	  -0.761 	  0.1009 	 -0.0471
   -16.00 	  -0.786 	  0.0950 	 -0.0493
   -15.80 	  -0.763 	  0.0961 	 -0.0484
   -15.60 	  -0.750 	  0.0958 	 -0.0481
   -15.40 	  -0.791 	  0.0877 	 -0.0511
   -15.20 	  -0.771 	  0.0883 	 -0.0504
   -15.00 	  -0.755 	  0.0883 	 -0.0498
   -14.80 	  -0.821 	  0.0773 	 -0.0541
   -14.60 	  -0.800 	  0.0780 	 -0.0532
   -14.40 	  -0.783 	  0.0783 	 -0.0525
   -14.20 	  -0.936 	  0.0577 	 -0.0604
   -14.00 	  -1.027 	  0.0466 	 -0.0637
   -13.80 	  -1.074 	  0.0409 	 -0.0646
   -13.60 	  -1.068 	  0.0401 	 -0.0638
   -13.40 	  -1.066 	  0.0391 	 -0.0630
   -13.20 	  -1.080 	  0.0369 	 -0.0624
   -13.00 	  -1.098 	  0.0344 	 -0.0615
   -12.80 	  -1.120 	  0.0321 	 -0.0600
   -12.60 	  -1.144 	  0.0300 	 -0.0577
   -12.40 	  -1.175 	  0.0282 	 -0.0540
   -12.20 	  -1.170 	  0.0276 	 -0.0527
   -12.00 	  -1.166 	  0.0270 	 -0.0515
   -11.80 	  -1.155 	  0.0264 	 -0.0512
   -11.60 	  -1.131 	  0.0258 	 -0.0536
   -11.40 	  -1.106 	  0.0249 	 -0.0564
   -11.20 	  -1.078 	  0.0247 	 -0.0583
   -11.00 	  -1.051 	  0.0244 	 -0.0595
   -10.80 	  -1.026 	  0.0241 	 -0.0607
   -10.60 	  -1.000 	  0.0237 	 -0.0622
   -10.40 	  -0.972 	  0.0233 	 -0.0641
   -10.20 	  -0.943 	  0.0228 	 -0.0663
   -10.00 	  -0.924 	  0.0223 	 -0.0666
    -9.80 	  -0.898 	  0.0218 	 -0.0680
    -9.60 	  -0.870 	  0.0214 	 -0.0695
    -9.40 	  -0.840 	  0.0211 	 -0.0713
    -9.20 	  -0.820 	  0.0208 	 -0.0711
    -9.00 	  -0.795 	  0.0205 	 -0.0720
    -8.80 	  -0.766 	  0.0203 	 -0.0735
    -8.60 	  -0.736 	  0.0199 	 -0.0754
    -8.40 	  -0.720 	  0.0196 	 -0.0745
    -8.20 	  -0.692 	  0.0192 	 -0.0757
    -8.00 	  -0.662 	  0.0188 	 -0.0774
    -7.80 	  -0.646 	  0.0185 	 -0.0765
    -7.60 	  -0.619 	  0.0181 	 -0.0777
    -7.40 	  -0.598 	  0.0178 	 -0.0774
    -7.20 	  -0.573 	  0.0175 	 -0.0780
    -7.00 	  -0.546 	  0.0173 	 -0.0789
    -6.80 	  -0.520 	  0.0170 	 -0.0795
    -6.60 	  -0.488 	  0.0167 	 -0.0814
    -6.40 	  -0.460 	  0.0164 	 -0.0826
    -6.20 	  -0.424 	  0.0161 	 -0.0851
    -6.00 	  -0.391 	  0.0159 	 -0.0873
    -5.80 	  -0.355 	  0.0156 	 -0.0900
    -5.60 	  -0.322 	  0.0153 	 -0.0919
    -5.40 	  -0.290 	  0.0152 	 -0.0938
    -5.20 	  -0.260 	  0.0150 	 -0.0952
    -5.00 	  -0.234 	  0.0149 	 -0.0958
    -4.80 	  -0.209 	  0.0148 	 -0.0963
    -4.60 	  -0.185 	  0.0147 	 -0.0966
    -4.40 	  -0.161 	  0.0147 	 -0.0968
    -4.20 	  -0.139 	  0.0146 	 -0.0968
    -4.00 	  -0.116 	  0.0145 	 -0.0968
    -3.80 	  -0.094 	  0.0145 	 -0.0966
    -3.60 	  -0.072 	  0.0144 	 -0.0965
    -3.40 	  -0.050 	  0.0144 	 -0.0964
    -3.20 	  -0.028 	  0.0144 	 -0.0963
    -3.00 	  -0.006 	  0.0143 	 -0.0962
    -2.80 	   0.016 	  0.0143 	 -0.0960
    -2.60 	   0.038 	  0.0143 	 -0.0960
    -2.40 	   0.060 	  0.0143 	 -0.0959
    -2.20 	   0.082 	  0.0142 	 -0.0957
    -2.00 	   0.104 	  0.0142 	 -0.0955
    -1.80 	   0.126 	  0.0142 	 -0.0954
    -1.60 	   0.148 	  0.0142 	 -0.0953
    -1.40 	   0.170 	  0.0142 	 -0.0951
    -1.20 	   0.192 	  0.0142 	 -0.0950
    -1.00 	   0.214 	  0.0143 	 -0.0949
    -0.80 	   0.236 	  0.0143 	 -0.0948
    -0.60 	   0.258 	  0.0143 	 -0.0946
    -0.40 	   0.280 	  0.0143 	 -0.0945
    -0.20 	   0.302 	  0.0143 	 -0.0944
    -0.00 	   0.324 	  0.0143 	 -0.0942
     0.20 	   0.346 	  0.0144 	 -0.0941
     0.40 	   0.368 	  0.0144 	 -0.0939
     0.60 	   0.390 	  0.0144 	 -0.0939
     0.80 	   0.412 	  0.0145 	 -0.0937
     1.00 	   0.434 	  0.0145 	 -0.0935
     1.20 	   0.456 	  0.0146 	 -0.0933
     1.40 	   0.477 	  0.0146 	 -0.0931
     1.60 	   0.499 	  0.0147 	 -0.0930
     1.80 	   0.521 	  0.0148 	 -0.0928
     2.00 	   0.543 	  0.0149 	 -0.0925
     2.20 	   0.564 	  0.0149 	 -0.0923
     2.40 	   0.586 	  0.0150 	 -0.0921
     2.60 	   0.607 	  0.0151 	 -0.0918
     2.80 	   0.629 	  0.0152 	 -0.0916
     3.00 	   0.650 	  0.0153 	 -0.0914
     3.20 	   0.671 	  0.0154 	 -0.0910
     3.40 	   0.693 	  0.0155 	 -0.0908
     3.60 	   0.714 	  0.0156 	 -0.0905
     3.80 	   0.734 	  0.0157 	 -0.0901
     4.00 	   0.755 	  0.0158 	 -0.0898
     4.20 	   0.776 	  0.0160 	 -0.0895
     4.40 	   0.796 	  0.0161 	 -0.0890
     4.60 	   0.817 	  0.0162 	 -0.0887
     4.80 	   0.837 	  0.0164 	 -0.0883
     5.00 	   0.857 	  0.0165 	 -0.0878
     5.20 	   0.877 	  0.0167 	 -0.0873
     5.40 	   0.897 	  0.0168 	 -0.0869
     5.60 	   0.916 	  0.0170 	 -0.0863
     5.80 	   0.935 	  0.0172 	 -0.0856
     6.00 	   0.955 	  0.0174 	 -0.0852
     6.20 	   0.974 	  0.0176 	 -0.0845
     6.40 	   0.992 	  0.0178 	 -0.0837
     6.60 	   1.011 	  0.0180 	 -0.0831
     6.80 	   1.029 	  0.0182 	 -0.0824
     7.00 	   1.046 	  0.0184 	 -0.0815
     7.20 	   1.063 	  0.0187 	 -0.0805
     7.40 	   1.081 	  0.0188 	 -0.0797
     7.60 	   1.097 	  0.0191 	 -0.0786
     7.80 	   1.111 	  0.0193 	 -0.0772
     8.00 	   1.127 	  0.0196 	 -0.0762
     8.20 	   1.143 	  0.0198 	 -0.0751
     8.40 	   1.158 	  0.0202 	 -0.0739
     8.60 	   1.171 	  0.0205 	 -0.0725
     8.80 	   1.186 	  0.0208 	 -0.0715
     9.00 	   1.201 	  0.0211 	 -0.0703
     9.20 	   1.214 	  0.0215 	 -0.0690
     9.40 	   1.226 	  0.0219 	 -0.0675
     9.60 	   1.241 	  0.0223 	 -0.0665
     9.80 	   1.255 	  0.0227 	 -0.0652
    10.00 	   1.266 	  0.0231 	 -0.0638
    10.20 	   1.276 	  0.0237 	 -0.0623
    10.40 	   1.290 	  0.0241 	 -0.0612
    10.60 	   1.302 	  0.0246 	 -0.0600
    10.80 	   1.312 	  0.0251 	 -0.0585
    11.00 	   1.321 	  0.0258 	 -0.0570
    11.20 	   1.332 	  0.0263 	 -0.0558
    11.40 	   1.342 	  0.0270 	 -0.0546
    11.60 	   1.351 	  0.0277 	 -0.0533
    11.80 	   1.357 	  0.0285 	 -0.0519
    12.00 	   1.366 	  0.0293 	 -0.0507
    12.20 	   1.375 	  0.0301 	 -0.0496
    12.40 	   1.382 	  0.0309 	 -0.0484
    12.60 	   1.387 	  0.0320 	 -0.0471
    12.80 	   1.390 	  0.0331 	 -0.0457
    13.00 	   1.396 	  0.0340 	 -0.0445
    13.20 	   1.398 	  0.0349 	 -0.0426
    13.40 	   1.397 	  0.0359 	 -0.0408
    13.60 	   1.401 	  0.0374 	 -0.0403
    13.80 	   1.404 	  0.0391 	 -0.0398
    14.00 	   1.411 	  0.0404 	 -0.0395
    14.20 	   1.415 	  0.0420 	 -0.0392
    14.40 	   1.418 	  0.0437 	 -0.0390
    14.60 	   1.419 	  0.0457 	 -0.0388
    14.80 	   1.421 	  0.0477 	 -0.0388
    15.00 	   1.425 	  0.0495 	 -0.0388
    15.20 	   1.427 	  0.0516 	 -0.0389
    15.40 	   1.428 	  0.0538 	 -0.0391
    15.60 	   1.427 	  0.0563 	 -0.0395
    15.80 	   1.426 	  0.0588 	 -0.0399
    16.00 	   1.428 	  0.0610 	 -0.0403
    16.20 	   1.428 	  0.0636 	 -0.0409
    16.40 	   1.427 	  0.0664 	 -0.0416
    16.60 	   1.424 	  0.0693 	 -0.0424
    16.80 	   1.422 	  0.0723 	 -0.0433
    17.00 	   1.422 	  0.0750 	 -0.0442
    17.20 	   1.421 	  0.0780 	 -0.0452
    17.40 	   1.418 	  0.0812 	 -0.0464
    17.60 	   1.415 	  0.0845 	 -0.0476
    17.80 	   1.412 	  0.0879 	 -0.0489
    18.00 	   1.410 	  0.0911 	 -0.0502
    18.20 	   1.408 	  0.0945 	 -0.0516
    18.40 	   1.405 	  0.0980 	 -0.0532
    18.60 	   1.401 	  0.1015 	 -0.0548
    18.80 	   1.398 	  0.1050 	 -0.0564
    19.00 	   1.396 	  0.1084 	 -0.0580
    19.20 	   1.393 	  0.1121 	 -0.0598
    19.40 	   1.389 	  0.1158 	 -0.0617
    19.60 	   1.386 	  0.1194 	 -0.0635
    19.80 	   1.384 	  0.1227 	 -0.0653
    20.00 	   1.383 	  0.1259 	 -0.0670
    20.20 	   1.379 	  0.1298 	 -0.0692
    20.40 	   1.375 	  0.1336 	 -0.0714
    20.60 	   1.371 	  0.1373 	 -0.0736
    20.80 	   1.371 	  0.1405 	 -0.0755
    21.00 	   1.373 	  0.1431 	 -0.0771
    21.20 	   1.367 	  0.1472 	 -0.0797
    21.40 	   1.362 	  0.1513 	 -0.0823
    21.60 	   1.358 	  0.1551 	 -0.0849
    21.80 	   1.357 	  0.1583 	 -0.0870
    22.00 	   1.360 	  0.1607 	 -0.0886
    22.20 	   1.356 	  0.1644 	 -0.0912
    22.40 	   1.348 	  0.1691 	 -0.0944
    22.60 	   1.343 	  0.1731 	 -0.0973
    22.80 	   1.342 	  0.1763 	 -0.0997
    23.00 	   1.346 	  0.1784 	 -0.1012
    23.20 	   1.343 	  0.1821 	 -0.1039
    23.40 	   1.329 	  0.1878 	 -0.1081
    23.60 	   1.323 	  0.1921 	 -0.1114

Re and corresponding polar
# Reynolds number (-)
2.500E+05
# Corresponding polar
# AoA 	Cl 	Cd 	Cm
# (deg) 	(-) 	(-) 	(-)
   -20.00 	  -0.839 	  0.1346 	 -0.0367
   -19.80 	  -0.840 	  0.1320 	 -0.0378
   -19.60 	  -0.841 	  0.1294 	 -0.0388
   -19.40 	  -0.841 	  0.1268 	 -0.0399
   -19.20 	  -0.844 	  0.1239 	 -0.0410
   -19.00 	  -0.844 	  0.1214 	 -0.0419
   -18.80 	  -0.846 	  0.1187 	 -0.0429
   -18.60 	  -0.848 	  0.1160 	 -0.0439
   -18.40 	  -0.850 	  0.1133 	 -0.0449
   -18.20 	  -0.852 	  0.1106 	 -0.0458
   -18.00 	  -0.853 	  0.1081 	 -0.0466
   -17.80 	  -0.858 	  0.1052 	 -0.0476
   -17.60 	  -0.856 	  0.1032 	 -0.0482
   -17.40 	  -0.863 	  0.0998 	 -0.0493
   -17.20 	  -0.856 	  0.0986 	 -0.0495
   -17.00 	  -0.869 	  0.0945 	 -0.0509
   -16.80 	  -0.855 	  0.0943 	 -0.0506
   -16.60 	  -0.872 	  0.0897 	 -0.0522
   -16.40 	  -0.862 	  0.0890 	 -0.0521
   -16.20 	  -0.874 	  0.0851 	 -0.0534
   -16.00 	  -0.890 	  0.0809 	 -0.0547
   -15.80 	  -0.886 	  0.0792 	 -0.0549
   -15.60 	  -0.949 	  0.0692 	 -0.0588
   -15.40 	  -0.932 	  0.0694 	 -0.0581
   -15.20 	  -0.969 	  0.0630 	 -0.0603
   -15.00 	  -1.015 	  0.0558 	 -0.0626
   -14.80 	  -1.010 	  0.0547 	 -0.0624
   -14.60 	  -1.028 	  0.0511 	 -0.0631
   -14.40 	  -1.056 	  0.0467 	 -0.0639
   -14.20 	  -1.082 	  0.0428 	 -0.0643
   -14.00 	  -1.083 	  0.0414 	 -0.0637
   -13.80 	  -1.094 	  0.0392 	 -0.0634
   -13.60 	  -1.110 	  0.0366 	 -0.0629
   -13.40 	  -1.128 	  0.0340 	 -0.0622
   -13.20 	  -1.142 	  0.0319 	 -0.0611
   -13.00 	  -1.146 	  0.0308 	 -0.0597
   -12.80 	  -1.155 	  0.0295 	 -0.0580
   -12.60 	  -1.170 	  0.0281 	 -0.0555
   -12.40 	  -1.192 	  0.0267 	 -0.0523
   -12.20 	  -1.191 	  0.0254 	 -0.0522
   -12.00 	  -1.169 	  0.0244 	 -0.0548
   -11.80 	  -1.142 	  0.0241 	 -0.0565
   -11.60 	  -1.115 	  0.0238 	 -0.0586
   -11.40 	  -1.088 	  0.0233 	 -0.0609
   -11.20 	  -1.067 	  0.0227 	 -0.0622
   -11.00 	  -1.041 	  0.0223 	 -0.0637
   -10.80 	  -1.014 	  0.0220 	 -0.0651
   -10.60 	  -0.985 	  0.0217 	 -0.0669
   -10.40 	  -0.959 	  0.0214 	 -0.0680
   -10.20 	  -0.937 	  0.0210 	 -0.0685
   -10.00 	  -0.911 	  0.0207 	 -0.0698
    -9.80 	  -0.883 	  0.0203 	 -0.0715
    -9.60 	  -0.853 	  0.0199 	 -0.0734
    -9.40 	  -0.835 	  0.0195 	 -0.0732
    -9.20 	  -0.810 	  0.0192 	 -0.0741
    -9.00 	  -0.782 	  0.0189 	 -0.0754
    -8.80 	  -0.752 	  0.0186 	 -0.0771
    -8.60 	  -0.735 	  0.0183 	 -0.0762
    -8.40 	  -0.709 	  0.0180 	 -0.0771
    -8.20 	  -0.679 	  0.0177 	 -0.0786
    -8.00 	  -0.662 	  0.0174 	 -0.0779
    -7.80 	  -0.636 	  0.0171 	 -0.0787
    -7.60 	  -0.612 	  0.0168 	 -0.0791
    -7.40 	  -0.590 	  0.0165 	 -0.0792
    -7.20 	  -0.560 	  0.0162 	 -0.0807
    -7.00 	  -0.537 	  0.0159 	 -0.0809
    -6.80 	  -0.506 	  0.0156 	 -0.0825
